Country, ,County,YEAR,Month,Date-1,Season,SeasonNum,Duration_H,Inj,Death,Damage,Category1_wzero,Class,PRCP,TMAX,TMIN,TAVG,Category,County-1,Year,Month-1,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,TMAX1,TMAX2,TMAX3,TMAX4,TMAX5,TMAX6,TMAX7,TMAX8,TMAX9,TMAX10,TMAX11,TMAX12,TMAX13,TMAX14,TMAX15,TMAX16,TMIN1,TMIN2,TMIN3,TMIN4,TMIN5,TMIN6,TMIN7,TMIN8,TMIN9,TMIN10,TMIN11,TMIN12,TMIN13,TMIN14,TMIN15,TMIN16,RunOff1,RunOff2,RunOff3,RunOff4,RunOff5,RunOff6,RunOff7,RunOff8,RunOff9,RunOff10,RunOff11,RunOff12,RunOff13,RunOff14,RunOff15,RunOff16,Wind1,Wind2,Wind3,Wind4,Wind5,Wind6,Wind7,Wind8,Wind9,Wind10,Wind11,Wind12,Wind13,Wind14,Wind15,Wind16
United States of America,TEXAS,Brazoria,2017,4,4/18/2017,Spring,1,6,0,0,0,0,DS0,30.4,25.7,20.56666667,23.13333333,2,Brazoria,2017,4,5.747,83.464,54.456,89.802,38.409,49.924,35.058,52.902,110.055,105.743,57.617,84.881,54.606,35.255,152.861,107.34,26.486,25.799,25.657,24.89,28.245,26.87,26.718,27.117,25.936,26.253,27.552,25.943,25.308,27.534,26.866,26.229,14.912,15.776,15.169,13.394,17.399,17.344,16.697,17.693,16.097,15.452,17.224,17.239,14.058,17.178,15.637,14.926,2.644,8.946,11.163,11.339,5.163,37.461,5.04,9.545,14.877,13.81,12.951,14.244,15.461,7.672,59.697,11.631,7.064,6.671,7.109,6.687,6.539,6.687,8.015,6.501,6.378,5.963,6.118,5.755,7.119,7.191,6.378,6.671
United States of America,TEXAS,Brazoria,2017,8,8/28/2017,Summer,2,5.75,0,0,0,0,DS0,134.1,28.05,23.85,25.95,1,Brazoria,2017,8,145.058,35.7,42.484,76.52,155.156,65.652,71.781,329.958,220.946,247.284,56.164,184.258,93.352,50.103,111.348,143.082,35.857,35.039,35.038,34.54,31.499,34.788,35.294,32.527,32.948,31.881,35.386,35.087,32.957,33.006,33.165,33.137,24.316,23.877,23.967,23.35,21.527,23.842,23.881,22.776,22.977,23.283,23.488,23.808,23.198,22.994,22.263,23.378,11.389,4.25,4.587,6.054,17.635,5.062,6.784,65.913,38.866,32.797,5.509,14.237,7.868,11.742,15.521,10.962,3.633,3.968,3.558,3.256,3.968,3.702,3.858,3.633,3.558,3.982,3.192,3.823,3.823,3.945,3.518,3.823
United States of America,TEXAS,Brazoria,2017,8,8/28/2017,Summer,2,3.75,0,0,0,0,DS0,134.1,28.05,23.85,25.95,1,Brazoria,2017,8,145.058,35.7,42.484,76.52,155.156,65.652,71.781,329.958,220.946,247.284,56.164,184.258,93.352,50.103,111.348,143.082,35.857,35.039,35.038,34.54,31.499,34.788,35.294,32.527,32.948,31.881,35.386,35.087,32.957,33.006,33.165,33.137,24.316,23.877,23.967,23.35,21.527,23.842,23.881,22.776,22.977,23.283,23.488,23.808,23.198,22.994,22.263,23.378,11.389,4.25,4.587,6.054,17.635,5.062,6.784,65.913,38.866,32.797,5.509,14.237,7.868,11.742,15.521,10.962,3.633,3.968,3.558,3.256,3.968,3.702,3.858,3.633,3.558,3.982,3.192,3.823,3.823,3.945,3.518,3.823
United States of America,TEXAS,Brazoria,2017,8,8/28/2017,Summer,2,3.75,0,0,0,0,DS0,134.1,28.05,23.85,25.95,1,Brazoria,2017,8,145.058,35.7,42.484,76.52,155.156,65.652,71.781,329.958,220.946,247.284,56.164,184.258,93.352,50.103,111.348,143.082,35.857,35.039,35.038,34.54,31.499,34.788,35.294,32.527,32.948,31.881,35.386,35.087,32.957,33.006,33.165,33.137,24.316,23.877,23.967,23.35,21.527,23.842,23.881,22.776,22.977,23.283,23.488,23.808,23.198,22.994,22.263,23.378,11.389,4.25,4.587,6.054,17.635,5.062,6.784,65.913,38.866,32.797,5.509,14.237,7.868,11.742,15.521,10.962,3.633,3.968,3.558,3.256,3.968,3.702,3.858,3.633,3.558,3.982,3.192,3.823,3.823,3.945,3.518,3.823
United States of America,TEXAS,Brazoria,2017,8,8/26/2017,Summer,2,72.41666667,0,0,2086016171,1,DS1,112.3333333,28.3,25.03333333,26.66666667,1,Brazoria,2017,8,145.058,35.7,42.484,76.52,155.156,65.652,71.781,329.958,220.946,247.284,56.164,184.258,93.352,50.103,111.348,143.082,35.857,35.039,35.038,34.54,31.499,34.788,35.294,32.527,32.948,31.881,35.386,35.087,32.957,33.006,33.165,33.137,24.316,23.877,23.967,23.35,21.527,23.842,23.881,22.776,22.977,23.283,23.488,23.808,23.198,22.994,22.263,23.378,11.389,4.25,4.587,6.054,17.635,5.062,6.784,65.913,38.866,32.797,5.509,14.237,7.868,11.742,15.521,10.962,3.633,3.968,3.558,3.256,3.968,3.702,3.858,3.633,3.558,3.982,3.192,3.823,3.823,3.945,3.518,3.823
United States of America,TEXAS,Brazoria,2017,8,8/26/2017,Summer,2,72,0,0,0,0,DS0,112.3333333,28.3,25.03333333,26.66666667,1,Brazoria,2017,8,145.058,35.7,42.484,76.52,155.156,65.652,71.781,329.958,220.946,247.284,56.164,184.258,93.352,50.103,111.348,143.082,35.857,35.039,35.038,34.54,31.499,34.788,35.294,32.527,32.948,31.881,35.386,35.087,32.957,33.006,33.165,33.137,24.316,23.877,23.967,23.35,21.527,23.842,23.881,22.776,22.977,23.283,23.488,23.808,23.198,22.994,22.263,23.378,11.389,4.25,4.587,6.054,17.635,5.062,6.784,65.913,38.866,32.797,5.509,14.237,7.868,11.742,15.521,10.962,3.633,3.968,3.558,3.256,3.968,3.702,3.858,3.633,3.558,3.982,3.192,3.823,3.823,3.945,3.518,3.823
United States of America,TEXAS,Brazoria,2019,9,9/18/2019,Fall,3,1.166666667,0,0,0,0,DS0,80.43333333,31.5,23.3,27.4,3,Brazoria,2019,9,76.668,61.896,93.348,103.836,102.6,85.022,75.797,219.9,114.823,133.79,125.382,41.222,136.96,539.907,39.567,156.756,32.895,33.469,32.823,31.85,32.647,33.301,33.905,31.421,32.859,31.513,33.846,33.49,32.871,29.44,33.279,31.488,22.694,21.888,21.652,19.175,21.914,22.135,23.174,21.197,22.191,20.462,23.422,22.869,21.935,19.514,21.951,20.963,7.679,3.801,12.366,13,37.162,6.713,5.187,99.989,10.77,25.327,11.592,4.38,27.83,264.392,4.092,12.626,7.353,6.387,4.928,4.964,5.396,4.626,6.26,7.257,5.93,4.928,5.507,4.459,4.626,4.763,5.438,5.354
United States of America,TEXAS,Liberty,1996,9,9/27/1996,Fall,3,8.916666667,0,0,40745.48425,4,DS4,61.7,29.63333333,23.9,26.76666667,3,Liberty,1996,9,371.693,135.493,102.438,239.57,76.12,105.906,368.267,341.16,26.8,137.98,132.806,101.013,38.255,50.177,153.094,26.216,31.239,33.206,32.754,32.26,31.259,32.099,33.802,30.822,34.319,33.066,32.856,33.238,33.396,33.072,31.884,34.327,18.381,20.833,20.677,21.166,18.625,18.426,22.555,19.255,22.691,21.073,22.599,19.676,21.549,21.247,19.197,19.636,192.25,17.499,14.952,48.79,9.927,16.837,85.842,100.273,3.301,13.932,13.084,7.577,5.467,4.828,22.418,3.036,7.397,4.06,6.259,5.159,4.613,2.932,3.556,3.556,3.853,5.418,6.118,5.763,6.118,4.419,3.842,4.411
United States of America,TEXAS,Liberty,1997,1,1/27/1997,Winter,4,2.783333333,0,0,7962.957483,4,DS4,0,24.26666667,10.36666667,17.31666667,3,Liberty,1997,1,170.997,94.047,151.596,28.383,72.88,138.351,120.149,200.125,39.769,122.493,118.856,85.566,143.528,41.662,66.198,106.276,16.465,13.361,18.529,18.059,13.595,19.099,16.342,14.381,20.796,19.634,17.519,18.952,14.778,20.181,18.189,10.185,4.943,0.968,6.063,5.089,1.621,7.368,5.584,5.001,10.308,7.571,6.788,5.014,3.718,5.948,6.583,0.291,139.707,10.979,72.603,14.296,17.745,58.024,45.448,141.366,6.567,22.088,59.414,22.375,64.214,5.608,15.656,70.123,6.893,6.18,6.931,5.634,5.971,5.587,7.137,6.838,7.087,5.612,5.587,6.212,6.7,6.602,7.875,6.693
United States of America,TEXAS,Liberty,1997,2,2/20/1997,Winter,4,1.9,0,0,7962.957483,4,DS4,1.9,21.66666667,18.3,19.98333333,3,Liberty,1997,2,105.157,74.305,137.915,31.058,29.24,133.238,34.867,225.03,68.51,76.448,101.029,83.527,125.052,32.332,48.974,63.415,16.113,21.625,19.655,20.143,23.251,18.209,19.375,15.599,22.421,20.624,18.465,23.259,18.769,23.263,19.695,20.556,5.027,10.305,7.677,8.438,8.928,6.815,5.785,4.865,7.878,7.627,7.841,8.272,7.244,10.306,7.659,8.469,51.758,9.842,114.276,9.634,17.346,68.069,19.926,148.59,20.92,35.098,50.374,27.523,54.345,3.964,12.424,42.447,6.336,6.934,7.044,5.943,6.437,6.792,6.241,7.605,6.437,5.401,6.332,5.235,7.056,6.327,7.321,6.353
United States of America,TEXAS,Liberty,1997,12,12/20/1997,Winter,4,5.25,0,0,7962.957483,4,DS4,1.4,21.95,15,18.475,3,Liberty,1997,12,155.419,58.124,217.834,70.008,100.645,181.069,145.235,104.232,80.08,136.979,78.034,236.619,104.28,160.93,157.758,40.876,18.117,19.335,17.412,17.314,18.187,17.127,18.532,18.619,18.597,18.08,17.197,19.967,18.167,18.451,17.441,19.948,6.375,5.048,4.21,4.335,5.823,5.728,6.52,6.053,6.844,4.552,4.918,6.794,5.682,6.579,5.471,6.308,84.906,7.773,125.633,18.838,32.451,45.791,57.942,13.76,33.171,44.525,31.964,68.162,18.528,40.612,38.661,19.417,6.789,7.154,6.971,6.382,5.567,6.676,6.971,6.101,6.842,6.264,6.676,6.842,5.997,5.83,5.599,6.879
United States of America,TEXAS,Liberty,1998,1,1/6/1998,Winter,4,3.883333333,0,0,4704.987986,4,DS4,70.8,22.06666667,16.86666667,19.46666667,3,Liberty,1998,1,62.087,181.799,121.67,197.518,201.355,138.022,283.034,165.253,58.967,95.596,44.443,282.042,80.919,179.471,48.689,156.287,19.341,18.669,18.528,16.894,15.864,15.389,17.022,20.069,15.204,15.226,19.296,13.257,20.231,13.721,17.411,17.114,8.428,8.328,4.648,6.585,6.601,3.856,4.464,11.158,3.16,2.466,8.416,7.452,8.391,2.721,4.848,6.643,48.863,74.706,77.465,86.428,100.401,70.595,193.636,66.221,24.556,62.271,21.135,209.011,24.701,140.114,36.993,83.29,6.602,5.599,6.7,5.857,5.632,6.335,6.212,5.587,6.864,6.328,6.753,6.602,6.838,6.838,7.913,5.599
United States of America,TEXAS,Liberty,1998,1,1/6/1998,Winter,4,7.5,0,0,15683.29329,4,DS4,70.8,22.06666667,16.86666667,19.46666667,3,Liberty,1998,1,62.087,181.799,121.67,197.518,201.355,138.022,283.034,165.253,58.967,95.596,44.443,282.042,80.919,179.471,48.689,156.287,19.341,18.669,18.528,16.894,15.864,15.389,17.022,20.069,15.204,15.226,19.296,13.257,20.231,13.721,17.411,17.114,8.428,8.328,4.648,6.585,6.601,3.856,4.464,11.158,3.16,2.466,8.416,7.452,8.391,2.721,4.848,6.643,48.863,74.706,77.465,86.428,100.401,70.595,193.636,66.221,24.556,62.271,21.135,209.011,24.701,140.114,36.993,83.29,6.602,5.599,6.7,5.857,5.632,6.335,6.212,5.587,6.864,6.328,6.753,6.602,6.838,6.838,7.913,5.599
United States of America,TEXAS,Liberty,1998,9,9/14/1998,Fall,3,2.666666667,0,0,7841.646644,4,DS4,8.3,30.2,24.43333333,27.31666667,3,Liberty,1998,9,37.406,385.186,232.994,45.774,159.639,313.064,73.472,143.374,173.212,189.861,58.133,138.069,207.623,201.043,109.342,327.248,32.959,31.149,31.469,34.059,32.129,29.642,32.604,31.295,32.981,31.723,33.058,31.169,30.952,30.841,32.794,32.162,18.856,20.041,19.211,22.671,21.116,19.187,19.003,18.211,20.763,18.677,20.567,22.546,18.767,18.606,20.393,21.057,5.924,103.958,29.501,4.99,48.604,137.892,9.833,20.643,36.098,47.091,6.584,33.503,27.523,32.008,14.121,94.073,2.932,3.853,3.853,6.473,2.932,4.419,3.74,4.433,4.117,5.869,5.728,2.932,4.419,4.311,6.746,4.419
United States of America,TEXAS,Liberty,1998,10,10/18/1998,Fall,3,3.983333333,0,0,23524.93993,4,DS4,37.85,25.85,20.8,23.325,3,Liberty,1998,10,48.592,70.116,236.738,470.928,258.754,65.037,8.634,44.575,253.358,33.707,116.153,131.697,116.104,39.072,67.098,102.703,27.852,27.862,27.405,27.557,28.846,27.046,29.861,28.744,27.105,28.047,28.524,28.262,28.136,28.327,28.775,26.602,13.378,13.316,15.719,15.064,16.062,12.962,15.08,15.425,12.04,13.786,14.99,15.341,15.112,13.34,14.979,11.187,5.098,36.44,72.97,323.784,44.081,29.497,3.082,6.066,42.183,5.726,11.947,14.434,15.84,6.245,6.498,22.339,5.381,7.091,5.769,5.616,6.64,7.489,6.04,6.066,6.228,7.159,5.736,6.274,6.64,7.115,5.769,7.091
United States of America,TEXAS,Liberty,1998,10,10/18/1998,Fall,3,2.883333333,0,0,0,0,DS0,37.85,25.85,20.8,23.325,3,Liberty,1998,10,48.592,70.116,236.738,470.928,258.754,65.037,8.634,44.575,253.358,33.707,116.153,131.697,116.104,39.072,67.098,102.703,27.852,27.862,27.405,27.557,28.846,27.046,29.861,28.744,27.105,28.047,28.524,28.262,28.136,28.327,28.775,26.602,13.378,13.316,15.719,15.064,16.062,12.962,15.08,15.425,12.04,13.786,14.99,15.341,15.112,13.34,14.979,11.187,5.098,36.44,72.97,323.784,44.081,29.497,3.082,6.066,42.183,5.726,11.947,14.434,15.84,6.245,6.498,22.339,5.381,7.091,5.769,5.616,6.64,7.489,6.04,6.066,6.228,7.159,5.736,6.274,6.64,7.115,5.769,7.091
United States of America,TEXAS,Liberty,1998,10,10/17/1998,Fall,3,275,0,0,0,0,DS0,90.55,28.9,21.95,25.425,3,Liberty,1998,10,48.592,70.116,236.738,470.928,258.754,65.037,8.634,44.575,253.358,33.707,116.153,131.697,116.104,39.072,67.098,102.703,27.852,27.862,27.405,27.557,28.846,27.046,29.861,28.744,27.105,28.047,28.524,28.262,28.136,28.327,28.775,26.602,13.378,13.316,15.719,15.064,16.062,12.962,15.08,15.425,12.04,13.786,14.99,15.341,15.112,13.34,14.979,11.187,5.098,36.44,72.97,323.784,44.081,29.497,3.082,6.066,42.183,5.726,11.947,14.434,15.84,6.245,6.498,22.339,5.381,7.091,5.769,5.616,6.64,7.489,6.04,6.066,6.228,7.159,5.736,6.274,6.64,7.115,5.769,7.091
United States of America,TEXAS,Liberty,1998,10,10/6/1998,Fall,3,1.366666667,0,0,3136.658658,4,DS4,0.65,29.45,22.8,26.125,3,Liberty,1998,10,48.592,70.116,236.738,470.928,258.754,65.037,8.634,44.575,253.358,33.707,116.153,131.697,116.104,39.072,67.098,102.703,27.852,27.862,27.405,27.557,28.846,27.046,29.861,28.744,27.105,28.047,28.524,28.262,28.136,28.327,28.775,26.602,13.378,13.316,15.719,15.064,16.062,12.962,15.08,15.425,12.04,13.786,14.99,15.341,15.112,13.34,14.979,11.187,5.098,36.44,72.97,323.784,44.081,29.497,3.082,6.066,42.183,5.726,11.947,14.434,15.84,6.245,6.498,22.339,5.381,7.091,5.769,5.616,6.64,7.489,6.04,6.066,6.228,7.159,5.736,6.274,6.64,7.115,5.769,7.091
United States of America,TEXAS,Liberty,1998,11,11/13/1998,Fall,3,4,0,0,4704.987986,4,DS4,99.66666667,14.26666667,10.9,12.58333333,3,Liberty,1998,11,148.15,189.065,150.657,162.385,47.563,267.319,137.431,58.274,51.434,131.315,45.711,199.917,48.652,67.677,24.786,209.854,19.57,22.875,23.873,22.734,23.92,23.397,24.726,23.083,22.383,23.923,23.447,21.386,21.777,20.53,26.103,22.543,6.964,9.24,11.645,10.675,10.438,13.087,11.653,9.132,8.247,10.162,10.65,11.813,7.342,4.472,12.297,11.642,34.978,52.942,79.79,44.883,32.197,137.609,17.193,6.06,23.712,15.637,5.692,45.338,6.537,7.895,3.783,85.569,6.933,5.715,6.893,6.721,5.962,6.933,6.652,7.182,6.32,7.182,6.419,6.652,5.464,6.236,6.32,7.182
United States of America,TEXAS,Liberty,1998,11,11/13/1998,Fall,3,0,0,0,15683.29329,4,DS4,99.66666667,14.26666667,10.9,12.58333333,3,Liberty,1998,11,148.15,189.065,150.657,162.385,47.563,267.319,137.431,58.274,51.434,131.315,45.711,199.917,48.652,67.677,24.786,209.854,19.57,22.875,23.873,22.734,23.92,23.397,24.726,23.083,22.383,23.923,23.447,21.386,21.777,20.53,26.103,22.543,6.964,9.24,11.645,10.675,10.438,13.087,11.653,9.132,8.247,10.162,10.65,11.813,7.342,4.472,12.297,11.642,34.978,52.942,79.79,44.883,32.197,137.609,17.193,6.06,23.712,15.637,5.692,45.338,6.537,7.895,3.783,85.569,6.933,5.715,6.893,6.721,5.962,6.933,6.652,7.182,6.32,7.182,6.419,6.652,5.464,6.236,6.32,7.182
United States of America,TEXAS,Liberty,1998,11,11/13/1998,Fall,3,2.75,0,0,7841.646644,4,DS4,99.66666667,14.26666667,10.9,12.58333333,3,Liberty,1998,11,148.15,189.065,150.657,162.385,47.563,267.319,137.431,58.274,51.434,131.315,45.711,199.917,48.652,67.677,24.786,209.854,19.57,22.875,23.873,22.734,23.92,23.397,24.726,23.083,22.383,23.923,23.447,21.386,21.777,20.53,26.103,22.543,6.964,9.24,11.645,10.675,10.438,13.087,11.653,9.132,8.247,10.162,10.65,11.813,7.342,4.472,12.297,11.642,34.978,52.942,79.79,44.883,32.197,137.609,17.193,6.06,23.712,15.637,5.692,45.338,6.537,7.895,3.783,85.569,6.933,5.715,6.893,6.721,5.962,6.933,6.652,7.182,6.32,7.182,6.419,6.652,5.464,6.236,6.32,7.182
United States of America,TEXAS,Liberty,1998,11,11/12/1998,Fall,3,432,0,0,0,0,DS0,0,17.6,10.36666667,13.98333333,3,Liberty,1998,11,148.15,189.065,150.657,162.385,47.563,267.319,137.431,58.274,51.434,131.315,45.711,199.917,48.652,67.677,24.786,209.854,19.57,22.875,23.873,22.734,23.92,23.397,24.726,23.083,22.383,23.923,23.447,21.386,21.777,20.53,26.103,22.543,6.964,9.24,11.645,10.675,10.438,13.087,11.653,9.132,8.247,10.162,10.65,11.813,7.342,4.472,12.297,11.642,34.978,52.942,79.79,44.883,32.197,137.609,17.193,6.06,23.712,15.637,5.692,45.338,6.537,7.895,3.783,85.569,6.933,5.715,6.893,6.721,5.962,6.933,6.652,7.182,6.32,7.182,6.419,6.652,5.464,6.236,6.32,7.182
United States of America,TEXAS,Liberty,1998,11,11/12/1998,Fall,3,0.15,0,0,4704.987986,4,DS4,0,17.6,10.36666667,13.98333333,3,Liberty,1998,11,148.15,189.065,150.657,162.385,47.563,267.319,137.431,58.274,51.434,131.315,45.711,199.917,48.652,67.677,24.786,209.854,19.57,22.875,23.873,22.734,23.92,23.397,24.726,23.083,22.383,23.923,23.447,21.386,21.777,20.53,26.103,22.543,6.964,9.24,11.645,10.675,10.438,13.087,11.653,9.132,8.247,10.162,10.65,11.813,7.342,4.472,12.297,11.642,34.978,52.942,79.79,44.883,32.197,137.609,17.193,6.06,23.712,15.637,5.692,45.338,6.537,7.895,3.783,85.569,6.933,5.715,6.893,6.721,5.962,6.933,6.652,7.182,6.32,7.182,6.419,6.652,5.464,6.236,6.32,7.182
United States of America,TEXAS,Liberty,1998,11,11/12/1998,Fall,3,5.166666667,0,0,7841.646644,4,DS4,0,17.6,10.36666667,13.98333333,3,Liberty,1998,11,148.15,189.065,150.657,162.385,47.563,267.319,137.431,58.274,51.434,131.315,45.711,199.917,48.652,67.677,24.786,209.854,19.57,22.875,23.873,22.734,23.92,23.397,24.726,23.083,22.383,23.923,23.447,21.386,21.777,20.53,26.103,22.543,6.964,9.24,11.645,10.675,10.438,13.087,11.653,9.132,8.247,10.162,10.65,11.813,7.342,4.472,12.297,11.642,34.978,52.942,79.79,44.883,32.197,137.609,17.193,6.06,23.712,15.637,5.692,45.338,6.537,7.895,3.783,85.569,6.933,5.715,6.893,6.721,5.962,6.933,6.652,7.182,6.32,7.182,6.419,6.652,5.464,6.236,6.32,7.182
United States of America,TEXAS,Liberty,2000,5,5/19/2000,Spring,1,11,0,0,14846871.22,2,DS2,0,30.2,24.1,27.15,2,Liberty,2000,5,118.327,119.946,37.237,32.437,192.984,16.143,190.055,33.636,84.998,202.691,150.214,115.475,211.247,76.878,110.717,146.327,30.573,30.273,32.793,30.735,29.721,29.659,30.613,31.066,31.174,29.134,30.16,31.347,29.537,29.78,29.392,29.517,18.743,19.278,18.188,19.093,19.843,16.028,19.538,19.011,19.912,19.61,19.166,20.472,18.192,16.553,17.437,18.181,16.342,13.309,3.793,3.447,72.496,3.299,33.521,7.676,8.302,61.384,25.862,12.565,28.911,6.393,12.773,35.338,5.135,5.474,5.447,4.897,5.295,4.031,4.998,5.053,4.786,5.479,4.757,5.446,6.02,5.816,5.997,4.18
United States of America,TEXAS,Liberty,2000,10,10/22/2000,Fall,3,8.333333333,0,0,742343.561,4,DS4,1.533333333,26.7,20.16666667,23.43333333,3,Liberty,2000,10,257.68,132.383,75.671,78.885,116.282,346.169,90.018,67.934,132.945,56.817,133.839,97.649,7.426,71.221,70.15,154.794,27.414,27.031,28.627,27.735,28.687,26.129,29.234,27.884,27.235,28.05,27.819,27.614,30.107,27.588,29.382,28.111,15.06,12.576,13.43,14.188,16.564,13.501,15.435,14.096,14.39,13.782,13.701,15.692,15.96,12.93,15.383,14.216,42.699,23.83,10.2,10.254,13.427,154.098,31.587,9.079,15.846,6.105,19.921,74.587,2.72,8.931,7.926,28.415,6.228,5.199,7.115,5.316,6.943,5.961,6.066,5.898,7.06,6.223,5.961,7.681,7.115,4.744,5.968,5.584
United States of America,TEXAS,Liberty,2001,6,6/9/2001,Summer,2,1,0,0,0,0,DS0,68.23333333,26.26666667,22.2,24.23333333,1,Liberty,2001,6,198.987,329.266,29.508,93.617,90.656,307.507,329.598,213.008,123.263,244.27,124.899,42.343,58.976,48.21,139.35,77.204,32.211,32.162,33.56,32.136,33.817,32.085,32.005,32.127,33.902,31.901,33.286,34.245,33.762,32.576,33.38,35.382,22.025,22.453,21.456,20.632,22.675,21.47,21.264,21.777,22.757,21.695,22.502,21.71,22.447,21.633,22.68,22.702,31.822,103.113,4.847,9.829,7.627,143.45,61.055,37.858,13.949,64.402,29.717,4.524,6.787,5.394,14.014,7.609,3.3,3.367,4.44,4.186,4.754,4.121,4.315,4.398,5.319,3.3,4.186,4.121,5.319,4.537,4.868,3.729
United States of America,TEXAS,Liberty,2001,6,6/7/2001,Summer,2,3.75,0,0,0,0,DS0,5.733333333,29.83333333,22.6,26.21666667,1,Liberty,2001,6,198.987,329.266,29.508,93.617,90.656,307.507,329.598,213.008,123.263,244.27,124.899,42.343,58.976,48.21,139.35,77.204,32.211,32.162,33.56,32.136,33.817,32.085,32.005,32.127,33.902,31.901,33.286,34.245,33.762,32.576,33.38,35.382,22.025,22.453,21.456,20.632,22.675,21.47,21.264,21.777,22.757,21.695,22.502,21.71,22.447,21.633,22.68,22.702,31.822,103.113,4.847,9.829,7.627,143.45,61.055,37.858,13.949,64.402,29.717,4.524,6.787,5.394,14.014,7.609,3.3,3.367,4.44,4.186,4.754,4.121,4.315,4.398,5.319,3.3,4.186,4.121,5.319,4.537,4.868,3.729
United States of America,TEXAS,Liberty,2001,6,6/7/2001,Summer,2,12,0,0,0,0,DS0,5.733333333,29.83333333,22.6,26.21666667,1,Liberty,2001,6,198.987,329.266,29.508,93.617,90.656,307.507,329.598,213.008,123.263,244.27,124.899,42.343,58.976,48.21,139.35,77.204,32.211,32.162,33.56,32.136,33.817,32.085,32.005,32.127,33.902,31.901,33.286,34.245,33.762,32.576,33.38,35.382,22.025,22.453,21.456,20.632,22.675,21.47,21.264,21.777,22.757,21.695,22.502,21.71,22.447,21.633,22.68,22.702,31.822,103.113,4.847,9.829,7.627,143.45,61.055,37.858,13.949,64.402,29.717,4.524,6.787,5.394,14.014,7.609,3.3,3.367,4.44,4.186,4.754,4.121,4.315,4.398,5.319,3.3,4.186,4.121,5.319,4.537,4.868,3.729
United States of America,TEXAS,Liberty,2002,9,9/19/2002,Fall,3,4.25,0,0,49746.71748,4,DS4,0,31.65,25.25,28.45,3,Liberty,2002,9,53.851,133.896,111.807,62.005,42.136,80.661,124.421,147.539,130.129,173.378,28.274,101.117,90.066,88.439,67.163,261.071,33.075,32.989,32.892,32.842,32.989,32.232,31.065,31.294,33.279,31.942,35.676,32.004,32.239,33.342,33.927,31.818,21.131,21.591,21.596,20.115,19.696,18.775,18.867,18.373,20.145,20.817,21.753,22.403,20.457,21.642,23.248,21.247,10.91,12.39,21.312,4.936,5.22,8.509,22.287,35.264,15.496,28.946,3.419,12.432,7.715,8.132,5.368,84.295,4.433,3.853,6.893,3.556,2.932,3.556,5.343,3.74,4.613,4.419,5.418,3.74,3.465,4.911,4.785,4.461
United States of America,TEXAS,Liberty,2002,9,9/8/2002,Fall,3,4.416666667,0,0,14213.34785,4,DS4,97.65,28.35,20.85,24.6,3,Liberty,2002,9,53.851,133.896,111.807,62.005,42.136,80.661,124.421,147.539,130.129,173.378,28.274,101.117,90.066,88.439,67.163,261.071,33.075,32.989,32.892,32.842,32.989,32.232,31.065,31.294,33.279,31.942,35.676,32.004,32.239,33.342,33.927,31.818,21.131,21.591,21.596,20.115,19.696,18.775,18.867,18.373,20.145,20.817,21.753,22.403,20.457,21.642,23.248,21.247,10.91,12.39,21.312,4.936,5.22,8.509,22.287,35.264,15.496,28.946,3.419,12.432,7.715,8.132,5.368,84.295,4.433,3.853,6.893,3.556,2.932,3.556,5.343,3.74,4.613,4.419,5.418,3.74,3.465,4.911,4.785,4.461
United States of America,TEXAS,Liberty,2002,10,10/28/2002,Fall,3,3.083333333,0,0,142133.4785,4,DS4,2.133333333,22.03333333,19.23333333,20.63333333,3,Liberty,2002,10,24.784,112.629,356.153,83.613,75.556,110.686,128.447,49.649,103.548,85.601,68.373,271.993,193.592,144.26,10.614,90.989,30.103,25.872,28.821,28.417,28.715,27.928,25.838,27.891,29.137,26.432,30.447,28.585,27.685,27.642,29.645,28.017,16.016,9.091,16.966,14.316,14.702,14.67,9.88,13.49,15.599,13.386,15.324,14.99,15.262,14.118,15.068,12.942,4.247,11.882,198.098,10.093,7.115,16.299,24.766,12.074,13.64,20.11,5.377,61.939,53.394,17.486,2.752,28.904,5.166,6.274,5.199,5.312,7.489,4.744,4.744,6.04,4.937,7.091,6.943,7.06,7.489,5.381,5.316,6.64
United States of America,TEXAS,Liberty,2003,11,11/17/2003,Fall,3,2,0,0,312616.4063,4,DS4,38.1,24.96666667,20.56666667,22.76666667,3,Liberty,2003,11,62.031,215.221,25.808,199.756,247.431,40.594,90.973,112.92,186.867,77.563,80.723,170.566,47.389,127.627,150.114,106.716,22.587,22.457,21.843,20.959,19.192,22.173,24.087,22.945,25.38,22.301,23.407,22.107,23.832,21.202,23.906,22.437,8.925,9.44,8.197,7.825,7.605,7.265,10.15,10.23,13.324,8.194,8.723,7.935,9.832,8.204,10.443,10.21,9.341,79.075,4.187,37.733,77.051,5.304,14.412,14.894,65.321,9.916,8.135,41.584,5.552,18.954,19.252,18.852,5.887,6.243,6.32,6.747,6.346,6.893,6.243,5.715,6.933,6.854,6.085,5.887,7.083,7.055,6.652,6.243
